81.252.240.201 - - [25/Jan/2025:19:15:14 +0000] "GET /guacamole/translations/fr.json HTTP/1.1" 200 57817
81.252.240.201 - - [25/Jan/2025:19:15:23 +0000] "POST /guacamole/api/tokens HTTP/1.1" 403 267
81.252.240.201 - - [25/Jan/2025:19:15:25 +0000] "GET /guacamole/ HTTP/1.1" 304 -
81.252.240.201 - - [25/Jan/2025:19:15:25 +0000] "GET /guacamole/app.js?b=20240330042611 HTTP/1.1" 304 -
81.252.240.201 - - [25/Jan/2025:19:15:25 +0000] "GET /guacamole/app.css?b=20240330042611 HTTP/1.1" 304 -
81.252.240.201 - - [25/Jan/2025:19:15:25 +0000] "POST /guacamole/api/tokens HTTP/1.1" 403 267
81.252.240.201 - - [25/Jan/2025:19:15:25 +0000] "GET /guacamole/api/patches HTTP/1.1" 200 2
81.252.240.201 - - [25/Jan/2025:19:15:25 +0000] "GET /guacamole/api/languages HTTP/1.1" 200 244
81.252.240.201 - - [25/Jan/2025:19:15:25 +0000] "GET /guacamole/translations/en.json HTTP/1.1" 200 58268
81.252.240.201 - - [25/Jan/2025:19:15:25 +0000] "GET /guacamole/translations/fr.json HTTP/1.1" 200 57817
95.214.55.226 - - [25/Jan/2025:19:20:25 +0000] "GET / HTTP/1.1" 200 11230
45.156.129.46 - - [25/Jan/2025:19:21:15 +0000] "GET / HTTP/1.1" 200 11230
212.132.117.51 - - [25/Jan/2025:19:30:40 +0000] "GET / HTTP/1.1" 200 11230
81.252.240.201 - - [25/Jan/2025:19:33:53 +0000] "GET /guacamole/ HTTP/1.1" 304 -
81.252.240.201 - - [25/Jan/2025:19:33:53 +0000] "GET /guacamole/app.css?b=20240330042611 HTTP/1.1" 304 -
81.252.240.201 - - [25/Jan/2025:19:33:53 +0000] "GET /guacamole/app.js?b=20240330042611 HTTP/1.1" 304 -
81.252.240.201 - - [25/Jan/2025:19:33:54 +0000] "GET /guacamole/api/patches HTTP/1.1" 200 2
81.252.240.201 - - [25/Jan/2025:19:33:54 +0000] "POST /guacamole/api/tokens HTTP/1.1" 403 267
81.252.240.201 - - [25/Jan/2025:19:33:54 +0000] "GET /guacamole/api/languages HTTP/1.1" 200 244
81.252.240.201 - - [25/Jan/2025:19:33:54 +0000] "GET /guacamole/translations/en.json HTTP/1.1" 200 58268
81.252.240.201 - - [25/Jan/2025:19:33:54 +0000] "GET /guacamole/translations/fr.json HTTP/1.1" 200 57817
81.252.240.201 - - [25/Jan/2025:19:34:02 +0000] "POST /guacamole/api/tokens HTTP/1.1" 403 267
81.252.240.201 - - [25/Jan/2025:19:36:41 +0000] "GET /guacamole/ HTTP/1.1" 304 -
81.252.240.201 - - [25/Jan/2025:19:36:41 +0000] "GET /guacamole/ HTTP/1.1" 200 2811
81.252.240.201 - - [25/Jan/2025:19:36:41 +0000] "GET /guacamole/app.js?b=20240330042611 HTTP/1.1" 200 3189
81.252.240.201 - - [25/Jan/2025:19:36:41 +0000] "GET /guacamole/app.css?b=20240330042611 HTTP/1.1" 200 -
81.252.240.201 - - [25/Jan/2025:19:36:41 +0000] "GET /guacamole/api/patches HTTP/1.1" 200 2
81.252.240.201 - - [25/Jan/2025:19:36:41 +0000] "GET /guacamole/api/languages HTTP/1.1" 200 244
81.252.240.201 - - [25/Jan/2025:19:36:41 +0000] "GET /guacamole/translations/en.json HTTP/1.1" 200 58268
81.252.240.201 - - [25/Jan/2025:19:36:41 +0000] "GET /guacamole/translations/fr.json HTTP/1.1" 200 57817
81.252.240.201 - - [25/Jan/2025:19:36:41 +0000] "POST /guacamole/api/tokens HTTP/1.1" 403 267
81.252.240.201 - - [25/Jan/2025:19:36:52 +0000] "POST /guacamole/api/tokens HTTP/1.1" 403 267
81.252.240.201 - - [25/Jan/2025:20:51:39 +0000] "GET / HTTP/1.1" 404 679
81.252.240.201 - - [25/Jan/2025:20:51:39 +0000] "GET /favicon.ico HTTP/1.1" 200 21630
81.252.240.201 - - [25/Jan/2025:20:51:46 +0000] "GET /guacamole/ HTTP/1.1" 403 647
81.252.240.201 - - [25/Jan/2025:20:51:49 +0000] "GET /guacamole/ HTTP/1.1" 403 647
81.252.240.201 - - [25/Jan/2025:20:54:14 +0000] "GET /guacamole/ HTTP/1.1" 200 2811
81.252.240.201 - - [25/Jan/2025:20:54:14 +0000] "GET /guacamole/app.css?b=20240330042611 HTTP/1.1" 200 -
81.252.240.201 - - [25/Jan/2025:20:54:14 +0000] "GET /guacamole/app.js?b=20240330042611 HTTP/1.1" 200 3189
81.252.240.201 - - [25/Jan/2025:20:54:14 +0000] "GET /guacamole/api/patches HTTP/1.1" 200 2
81.252.240.201 - - [25/Jan/2025:20:54:14 +0000] "GET /guacamole/api/languages HTTP/1.1" 200 244
81.252.240.201 - - [25/Jan/2025:20:54:15 +0000] "GET /guacamole/translations/en.json HTTP/1.1" 200 58268
81.252.240.201 - - [25/Jan/2025:20:54:15 +0000] "GET /guacamole/translations/fr.json HTTP/1.1" 200 57817
81.252.240.201 - - [25/Jan/2025:20:54:15 +0000] "POST /guacamole/api/tokens HTTP/1.1" 403 267
81.252.240.201 - - [25/Jan/2025:20:54:25 +0000] "POST /guacamole/api/tokens HTTP/1.1" 403 267
146.19.24.168 - - [25/Jan/2025:21:01:38 +0000] "GET / HTTP/1.1" 200 11230
218.161.31.215 - - [25/Jan/2025:21:02:58 +0000] "GET / HTTP/1.0" 200 11210
81.252.240.201 - - [25/Jan/2025:21:06:04 +0000] "GET /guacamole/ HTTP/1.1" 304 -
81.252.240.201 - - [25/Jan/2025:21:06:04 +0000] "GET /guacamole/app.js?b=20240330042611 HTTP/1.1" 304 -
81.252.240.201 - - [25/Jan/2025:21:06:04 +0000] "GET /guacamole/app.css?b=20240330042611 HTTP/1.1" 304 -
81.252.240.201 - - [25/Jan/2025:21:06:04 +0000] "GET /guacamole/api/patches HTTP/1.1" 200 2
81.252.240.201 - - [25/Jan/2025:21:06:04 +0000] "POST /guacamole/api/tokens HTTP/1.1" 403 267
81.252.240.201 - - [25/Jan/2025:21:06:04 +0000] "GET /guacamole/api/languages HTTP/1.1" 200 244
81.252.240.201 - - [25/Jan/2025:21:06:04 +0000] "GET /guacamole/translations/fr.json HTTP/1.1" 200 57817
81.252.240.201 - - [25/Jan/2025:21:06:04 +0000] "GET /guacamole/translations/en.json HTTP/1.1" 200 58268
81.252.240.201 - - [25/Jan/2025:21:06:11 +0000] "POST /guacamole/api/tokens HTTP/1.1" 403 267
110.1.114.168 - - [25/Jan/2025:21:13:31 +0000] "GET / HTTP/1.0" 200 11210
193.34.212.75 - - [25/Jan/2025:21:15:37 +0000] "GET / HTTP/1.1" 200 11230
81.252.240.201 - - [25/Jan/2025:21:21:44 +0000] "GET /guacamole/ HTTP/1.1" 304 -
81.252.240.201 - - [25/Jan/2025:21:21:44 +0000] "GET /guacamole/app.css?b=20240330042611 HTTP/1.1" 200 1142
81.252.240.201 - - [25/Jan/2025:21:21:44 +0000] "GET /guacamole/app.js?b=20240330042611 HTTP/1.1" 200 3189
81.252.240.201 - - [25/Jan/2025:21:21:44 +0000] "GET /guacamole/api/patches HTTP/1.1" 200 340
81.252.240.201 - - [25/Jan/2025:21:21:44 +0000] "GET /guacamole/api/languages HTTP/1.1" 200 244
81.252.240.201 - - [25/Jan/2025:21:21:44 +0000] "GET /guacamole/translations/fr.json HTTP/1.1" 200 49975
81.252.240.201 - - [25/Jan/2025:21:21:44 +0000] "GET /guacamole/translations/en.json HTTP/1.1" 200 48945
81.252.240.201 - - [25/Jan/2025:21:21:46 +0000] "POST /guacamole/api/tokens HTTP/1.1" 403 257
81.252.240.201 - - [25/Jan/2025:21:22:03 +0000] "POST /guacamole/api/tokens HTTP/1.1" 200 172
81.252.240.201 - - [25/Jan/2025:21:22:03 +0000] "POST /guacamole/api/tokens HTTP/1.1" 200 172
81.252.240.201 - - [25/Jan/2025:21:22:03 +0000] "GET /guacamole/api/session/data/mysql-shared/self/effectivePermissions HTTP/1.1" 200 229
81.252.240.201 - - [25/Jan/2025:21:22:03 +0000] "GET /guacamole/api/session/data/mysql-shared/connectionGroups/ROOT/tree HTTP/1.1" 200 123
81.252.240.201 - - [25/Jan/2025:21:22:03 +0000] "GET /guacamole/api/session/data/mysql/self/effectivePermissions HTTP/1.1" 200 353
81.252.240.201 - - [25/Jan/2025:21:22:03 +0000] "GET /guacamole/api/session/data/mysql/connectionGroups/ROOT/tree HTTP/1.1" 200 97
81.252.240.201 - - [25/Jan/2025:21:22:03 +0000] "GET /guacamole/images/x.svg HTTP/1.1" 200 441
81.252.240.201 - - [25/Jan/2025:21:22:03 +0000] "GET /guacamole/images/action-icons/guac-home-dark.svg HTTP/1.1" 200 505
81.252.240.201 - - [25/Jan/2025:21:22:03 +0000] "GET /guacamole/images/action-icons/guac-logout-dark.svg HTTP/1.1" 200 1464
81.252.240.201 - - [25/Jan/2025:21:22:03 +0000] "GET /guacamole/images/action-icons/guac-config-dark.svg HTTP/1.1" 200 840
81.252.240.201 - - [25/Jan/2025:21:22:04 +0000] "GET /guacamole/images/magnifier.svg HTTP/1.1" 200 647
81.252.240.201 - - [25/Jan/2025:21:22:04 +0000] "GET /guacamole/images/user-icons/guac-user.svg HTTP/1.1" 200 655
81.252.240.201 - - [25/Jan/2025:21:22:04 +0000] "GET /guacamole/images/arrows/down.svg HTTP/1.1" 200 317
81.252.240.201 - - [25/Jan/2025:21:22:04 +0000] "GET /guacamole/api/session/data/mysql-shared/activeConnections HTTP/1.1" 200 2
81.252.240.201 - - [25/Jan/2025:21:22:04 +0000] "GET /guacamole/api/session/data/mysql/users/guacadmin HTTP/1.1" 200 307
